Read 1:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.043	0.041	0.043	0.039	0.039	0.035							Read 1:350
B	0.039	0.039	0.039	0.042	0.039	0.044							Read 1:350
C	0.039	0.041	0.041	0.040	0.040	0.044							Read 1:350
D	0.045	0.047	0.046	0.044	0.041	0.045							Read 1:350
E	0.044	0.041	0.043	0.042	0.046	0.058							Read 1:350
F	0.044	0.043	0.050	0.042	0.043	0.041							Read 1:350
G	0.042	0.038	0.040	0.040	0.042	0.042							Read 1:350
H	0.032	0.032	0.032	0.041	0.040	0.041							Read 1:350

Read 3:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.100	0.098	0.103	0.041	0.042	0.043							Read 3:350
B	0.089	0.088	0.089	0.100	0.093	0.100							Read 3:350
C	0.061	0.064	0.064	0.076	0.080	0.086							Read 3:350
D	0.049	0.051	0.051	0.049	0.047	0.050							Read 3:350
E	0.090	0.086	0.088	0.086	0.092	0.097							Read 3:350
F	0.051	0.056	0.052	0.078	0.075	0.076							Read 3:350
G	0.113	0.107	0.109	0.108	0.114	0.111							Read 3:350
H	0.035	0.035	0.035	0.145	0.129	0.106							Read 3:350

Read 2:350

Kinetic read	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
0:20.88	0.046	0.046	0.045	0.035	0.039	0.038	0.044	0.046	0.050	0.066	0.055	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.353	0.673	0.247	1.024	1.001	0.843
0:20.97	0.046	0.046	0.045	0.036	0.039	0.038	0.045	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.049	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.355	0.673	0.249	1.024	0.998	0.844
0:21.06	0.046	0.046	0.045	0.036	0.039	0.039	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.054	0.063	0.123	0.056	0.051	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.354	0.673	0.247	1.026	0.997	0.844
0:21.15	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.067	0.055	0.060	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.049	0.060	0.054	0.063	0.123	0.056	0.051	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.353	0.671	0.248	1.026	0.999	0.845
0:21.24	0.047	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.064	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.354	0.672	0.247	1.024	0.998	0.846
0:21.33	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.085	0.044	0.051	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.352	0.671	0.247	1.025	1.001	0.844
0:21.42	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.354	0.669	0.248	1.024	0.998	0.847
0:21.51	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.049	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.354	0.677	0.246	1.023	1.000	0.842
0:21.60	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.073	0.048	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.053	0.355	0.675	0.246	1.026	1.004	0.843
0:21.69	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.672	0.248	1.025	1.001	0.845
0:21.78	0.046	0.046	0.045	0.036	0.038	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.054	0.063	0.122	0.056	0.051	0.065	0.054	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.675	0.249	1.025	1.000	0.845
0:21.87	0.047	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.050	0.043	0.055	0.050	0.087	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.060	0.054	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.355	0.670	0.247	1.027	1.002	0.842
0:21.96	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.073	0.049	0.049	0.060	0.053	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.355	0.673	0.247	1.026	0.998	0.843
0:22.05	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.048	0.049	0.060	0.054	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.353	0.674	0.248	1.024	1.001	0.844
0:22.14	0.046	0.046	0.045	0.036	0.039	0.039	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.073	0.048	0.048	0.060	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.353	0.675	0.246	1.026	0.996	0.841
0:22.23	0.046	0.046	0.045	0.036	0.039	0.039	0.044	0.046	0.050	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.049	0.059	0.054	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.056	0.049	0.066	0.052	0.352	0.674	0.248	1.028	1.002	0.844
0:22.32	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.054	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.673	0.248	1.025	0.999	0.842
0:22.41	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.073	0.048	0.049	0.059	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.354	0.672	0.247	1.023	0.996	0.842
0:22.50	0.046	0.046	0.045	0.036	0.038	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.049	0.085	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.049	0.060	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.355	0.674	0.247	1.025	1.000	0.841
0:22.59	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.050	0.066	0.054	0.060	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.052	0.051	0.055	0.048	0.073	0.048	0.048	0.059	0.054	0.063	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.668	0.246	1.026	0.999	0.846
0:22.68	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.054	0.063	0.122	0.057	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.056	0.049	0.066	0.052	0.353	0.669	0.248	1.026	1.000	0.845
0:22.77	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.054	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.354	0.672	0.246	1.022	1.001	0.847
0:22.86	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.054	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.671	0.247	1.024	0.998	0.843
0:22.95	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.354	0.667	0.246	1.023	0.997	0.844
0:23.04	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.087	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.354	0.671	0.248	1.024	1.002	0.843
0:23.13	0.046	0.046	0.044	0.035	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.060	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.674	0.247	1.024	1.001	0.845
0:23.22	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.056	0.056	0.055	0.049	0.066	0.052	0.353	0.673	0.248	1.027	1.000	0.847
0:23.31	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.056	0.056	0.056	0.049	0.066	0.052	0.352	0.671	0.248	1.024	1.001	0.845
0:23.40	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.051	0.051	0.054	0.048	0.073	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.056	0.056	0.055	0.049	0.066	0.052	0.353	0.675	0.246	1.025	1.002	0.845
0:23.49	0.046	0.046	0.045	0.036	0.038	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.085	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.056	0.049	0.066	0.052	0.352	0.672	0.246	1.026	0.997	0.847
0:23.58	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.352	0.678	0.247	1.023	0.999	0.844
0:23.67	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.056	0.049	0.066	0.052	0.355	0.673	0.247	1.025	1.000	0.844
0:23.76	0.046	0.046	0.044	0.036	0.038	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.085	0.044	0.052	0.051	0.055	0.048	0.073	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.051	0.047	0.055	0.056	0.056	0.049	0.066	0.052	0.351	0.675	0.248	1.024	0.996	0.844
0:23.85	0.046	0.046	0.044	0.035	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.073	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.351	0.672	0.249	1.028	0.999	0.843
0:23.94	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.066	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.354	0.674	0.247	1.023	0.998	0.845
0:24.03	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.073	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.353	0.669	0.246	1.023	0.999	0.842
0:24.12	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.050	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.353	0.675	0.247	1.024	0.998	0.843
0:24.21	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.354	0.674	0.247	1.023	1.000	0.847
0:24.30	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.670	0.247	1.026	0.998	0.846
0:24.39	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.353	0.671	0.247	1.024	0.998	0.845
0:24.48	0.046	0.046	0.045	0.035	0.039	0.039	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.085	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.052	0.353	0.674	0.248	1.024	0.998	0.845
0:24.57	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.354	0.674	0.248	1.024	0.999	0.842
0:24.66	0.046	0.046	0.044	0.036	0.038	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.085	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.066	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.672	0.247	1.025	1.002	0.844
0:24.75	0.046	0.046	0.044	0.036	0.038	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.674	0.246	1.022	0.998	0.845
0:24.84	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.674	0.246	1.023	1.002	0.846
0:24.93	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.055	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.676	0.247	1.023	1.001	0.843
0:25.02	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.672	0.247	1.023	0.997	0.843
0:25.11	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.053	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.673	0.247	1.023	0.999	0.846
0:25.20	0.046	0.046	0.045	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.054	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.055	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.670	0.247	1.022	0.996	0.843
0:25.29	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.045	0.049	0.065	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.674	0.247	1.027	0.998	0.843
0:25.38	0.046	0.046	0.044	0.036	0.039	0.039	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.075	0.048	0.048	0.059	0.053	0.063	0.123	0.056	0.050	0.066	0.054	0.051	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.352	0.677	0.247	1.024	1.002	0.841
0:25.47	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.052	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.352	0.670	0.247	1.023	0.998	0.845
0:25.56	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.066	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.674	0.246	1.029	1.006	0.847
0:25.65	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.062	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.677	0.246	1.025	0.998	0.850
0:25.74	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.054	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.051	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.350	0.674	0.247	1.028	0.999	0.843
0:25.83	0.046	0.046	0.044	0.036	0.039	0.038	0.043	0.046	0.049	0.065	0.053	0.058	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.350	0.673	0.248	1.026	1.002	0.840
0:25.92	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.053	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.353	0.675	0.246	1.026	0.999	0.843
0:26.01	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.045	0.048	0.065	0.053	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.354	0.672	0.246	1.028	1.001	0.842
0:26.10	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.049	0.065	0.053	0.058	0.042	0.049	0.043	0.054	0.049	0.086	0.044	0.052	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.055	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.668	0.247	1.028	0.999	0.841
0:26.19	0.046	0.046	0.044	0.036	0.039	0.038	0.043	0.046	0.048	0.065	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.051	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.351	0.676	0.246	1.029	1.000	0.844
0:26.28	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.048	0.065	0.053	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.050	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.352	0.673	0.246	1.026	0.999	0.843
0:26.37	0.046	0.046	0.044	0.036	0.039	0.038	0.043	0.046	0.048	0.066	0.053	0.058	0.042	0.049	0.043	0.055	0.049	0.085	0.044	0.052	0.051	0.054	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.351	0.672	0.247	1.027	0.995	0.842
0:26.46	0.046	0.046	0.044	0.036	0.039	0.038	0.043	0.046	0.048	0.065	0.054	0.059	0.042	0.049	0.043	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.055	0.054	0.049	0.065	0.051	0.350	0.676	0.247	1.024	0.998	0.845
0:26.55	0.046	0.046	0.044	0.036	0.039	0.039	0.044	0.046	0.048	0.065	0.053	0.059	0.042	0.049	0.043	0.055	0.050	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.050	0.047	0.055	0.055	0.055	0.049	0.066	0.051	0.351	0.674	0.247	1.024	1.003	0.842
0:26.64	0.046	0.046	0.044	0.036	0.039	0.038	0.043	0.046	0.048	0.065	0.053	0.059	0.042	0.049	0.044	0.055	0.049	0.086	0.044	0.051	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.122	0.056	0.050	0.066	0.054	0.050	0.047	0.055	0.055	0.054	0.049	0.066	0.051	0.350	0.671	0.246	1.026	1.000	0.843
0:26.73	0.046	0.046	0.044	0.036	0.039	0.038	0.044	0.046	0.048	0.065	0.053	0.058	0.042	0.049	0.043	0.055	0.049	0.085	0.044	0.052	0.051	0.055	0.048	0.074	0.048	0.048	0.059	0.053	0.063	0.121	0.056	0.050	0.065	0.054	0.050	0.047	0.055	0.056	0.055	0.049	0.066	0.051	0.351	0.672	0.246	1.026	1.000	0.843
